,index,text,retweetCount,polarityScore,sentiment
1887,1888,"RT @StreetBuzzApp: India to grow at 7.2%, says World Bank!
Demonetization effects have waned!

https://t.co/q8EsLIneR8",1,0,
1888,1889,#YouTube's #AdvertiserFriendly #Demonetization aka #YouTubeCensorship is STILL #BadForBusiness! #YouTubeFAIL #GoogleFAIL #EpicFAIL,1,0,
1889,1890,"@narendramodi Dear Mr. Modi, I'm a reporter in the US. I would love to talk with you about demonetization. My email is svaneksmith@npr.org",1,5,
1890,1891,RT @TheFounder2013: <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>Please Include World Class Milkbar AMUL &amp; Baroda Dairy's Nutritious  Products to Promote Agriculture Priority Sector a,1,2,
1891,1892,"Demonetization is the biggest economic fraud played on the citizens of India. @IndiaToday, praising govt on this is https://t.co/k1zaf4Bc7k",1,-1,
1892,1893,RT @CGDev: We're taking questions from the audience. Tweet at us using #CGDTalks &amp; see it posed live: https://t.co/blTu78XzQh,1,0,
1893,1894,We're taking questions from the audience. Tweet at us using #CGDTalks &amp; see it posed live: https://t.co/blTu78XzQh,1,0,
1894,1895,RT @glassmanamanda: #India #demonetization - how could effects on poor have been attenuated asks @AnnieLowrey to @arvindsubraman #CGDTalks,1,-2,
1895,1896,#India #demonetization - how could effects on poor have been attenuated asks @AnnieLowrey to @arvindsubraman #CGDTalks,1,-2,
1896,1897,"RT @CGDev: ""Why #UBI instead of something else?"" @AnnieLowrey poses the question to @arvindsubraman. See his answer #CGDTalks https://t.co/",1,0,
1897,1898,"""Why #UBI instead of something else?"" @AnnieLowrey poses the question to @arvindsubraman. See his answer #CGDTalks https://t.co/blTu78XzQh",1,0,
1898,1899,"RT @amishra2k14: Demonetization ka asar when your dad sent you request on facebook from his new smartphone <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>
@narendramodi @BJP4India",1,0,
1899,1900,RT @rpollard: More currency shortages across India #demonetization https://t.co/0e3NCtjaP0,1,-2,
1900,1901,"RT @SquareGas: MOAB is like Demonetization. Former killed Indians in Achin and latter did same in Achche Din 

Minor inconveniences, you se",1,-1,
1901,1902,RT @JMorduch: #microfinance in India battered by demonetization. 20% drop in securitization of investments. https://t.co/zijqntuDpm,1,-1,
1902,1903,"RT @heartdaughter: The #Truth About #YouTube Demonetization, AdSense Boycott &amp; #Censorship

https://t.co/wW1TaM27hQ
9 Mins

#CCOT #TCOT",1,-2,
1903,1904,"The #Truth About #YouTube Demonetization, AdSense Boycott &amp; #Censorship

https://t.co/wW1TaM27hQ
9 Mins

#CCOT #TCOT",1,-2,
1904,1905,"RT @A_Observr: @AAPHarsh1 @bharat_builder Lost Lakhs of existing ones too, courtesy #demonetization",1,-1,
1905,1906,"@AAPHarsh1 @bharat_builder Lost Lakhs of existing ones too, courtesy #demonetization",1,-1,
1906,1907,RT @analyseasia: Hear @navkendar_IDC discuss how @paytm has emerged as the biggest winner after #demonetization in #India https://t.co/nk92,1,4,
1907,1908,Hear @navkendar_IDC discuss how @paytm has emerged as the biggest winner after #demonetization in #India https://t.co/nk92SWh6Ao,1,4,
1908,1909,#microfinance in India battered by demonetization. 20% drop in securitization of investments. https://t.co/zijqntuDpm,1,-1,
1909,1910,@SusanWojcicki Loves Censorship. She loves to censor #YouTubers on #YouTube w/ #Demonetization crap! #EnoughIsEnough! You need to be #FIRED!,1,-1,
1910,1911,<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>Please Include World Class Milkbar AMUL &amp; Baroda Dairy's Nutritious  Products to Promote Agriculture Priority Sect https://t.co/Of7ECIhMg9,1,2,
1911,1912,"RT @kunal_391: @CRPaatil @narendramodi @CMOGuj @vijayrupanibjp if any one can , plz help me out, to take mudra loan,#PMMY after demonetizat",1,2,
1912,1913,Demonetization put pressure on cash flow. #Cisco partner @Softcell_Tech helped legal orgs manage increased business: https://t.co/cGEdcjVfH6,1,1,
1913,1914,RT @AmmU_MaanU: @mvaru @gopalbalaji You have an understanding problem. I was talking about #demonetization. I already said I never predicte,1,-2,
1914,1915,RT @AmmU_MaanU: @mvaru @gopalbalaji Don't bluff. I predicted nothing on UP elections though I wanted BJP to lose as I felt #Demonetization,1,0,
1915,1916,#Demonetization impact was higher for micro finance institutions because of their higher reliance on cash.,1,0,
1916,1917,More currency shortages across India #demonetization https://t.co/0e3NCtjaP0,1,-2,
1917,1918,"MOAB is like Demonetization. Former killed Indians in Achin and latter did same in Achche Din 

Minor inconvenience https://t.co/IrTU0hZwSx",1,-3,
1918,1919,RT @camishravikas: Income Tax department will investigate over 60k individuals under the second phase of the 'Operation Clean Money'  #demo,1,2,
1919,1920,"RT @Dmonetisation: #Demonetization lead to a swift deployment of digital payments technology &amp; will have positive impact :@WorldBank 
https",1,4,
1920,1921,"#Demonetization lead to a swift deployment of digital payments technology &amp; will have positive impact :@WorldBank 
https://t.co/WFTJtcXjh1",1,4,
1921,1922,"RT @narain_vishnu: @SCSver @OpIndia_com @RazdanNidhi I don't know about collared but if she doesn't apologize over this,I am done with NDTV",1,-1,
1922,1923,RT @rs_telagathoty: @timesofindia Bought rs 6990 worth medicines. produced debit card as MODI proclaimed. Shop keeper alerted me rs 140 sur,1,2,
1923,1924,RT @MirzaGhalib786: India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! -  https://t.co/dWtBxQel89,1,-3,
1924,1925,India in PANIC MODE as Cash is Running Out! Demonetization Creating Civil Unrest! -  https://t.co/dWtBxQel89,1,-3,
1925,1926,RT @urssrilu666: Prime minister Sri @narendramodi hav no idea how common man suffering with cash  no ATMs working outside @RBI big flop of,1,-5,
1926,1927,Prime minister Sri @narendramodi hav no idea how common man suffering with cash  no ATMs working outside @RBI big flop of demonetization,1,-5,
1927,1928,RT @IndiaVikas50: @Nishat1808 @SharlockHemz @SouleFacts @Abdulsaleemgad Since we both can read English here is something that speaks to the,1,0,
1928,1929,RT @RonsNewsFeed: India in PANIC MODE as Cash is Running Out! Demonetization https://t.co/dF6OZjMDQ8 #ECONOMY #PAKISTANINDIA #POLITICSELEC,1,-3,
1929,1930,RT @BsriksKatar: @narendramodi @PMOIndia  applied pancard through UTIITSL 2 mths back.Not got the pan. Saying are issue due to demonetizati,1,0,
1930,1931,"RT @greatheman: #EndTripleTalaq , after revolutionary demonetization, PM Modiji should make India's Uniform Civil Code",1,0,
1931,1932,"#EndTripleTalaq , after revolutionary demonetization, PM Modiji should make India's Uniform Civil Code",1,0,
1932,1933,"RT @thePhaserdotcom: The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/0JKRZSrM3g https://t.co/i4PeTVhsIF",1,-2,
1933,1934,India in PANIC MODE as Cash is Running Out! Demonetization https://t.co/dF6OZjMDQ8 #ECONOMY #PAKISTANINDIA #POLITICSELECTIONSCORRUPTION,1,-3,
1934,1935,RT @panromir: @VeryAngryHobbit @eddie_ebert @thunderf00t The statement itself was a joke. Sargon never honestly complained about the demone,1,0,
1935,1936,@mvaru @gopalbalaji You have an understanding problem. I was talking about #demonetization. I already said I never https://t.co/lbICRrbZ8y,1,-2,
1936,1937,@mvaru @gopalbalaji Don't bluff. I predicted nothing on UP elections though I wanted BJP to lose as I felt https://t.co/RjfyWESNWb,1,0,
1937,1938,@timesofindia Bought rs 6990 worth medicines. produced debit card as MODI proclaimed. Shop keeper alerted me rs 140 https://t.co/F0kPtrjw84,1,2,
1938,1939,"Dems waging demonetization WAR on alternative media to bankrupt independent journalism
https://t.co/IP2oAeyrwY",1,-5,
1939,1940,RT @_HazirJawab: Another victim of #Demonetization. Where are @ArvindKejriwal and @OfficeOfRG? https://t.co/iO3a3iYeWB,1,-3,
1940,1941,RT @garybcohen: Early Lessons from Indias Demonetization Experiment https://t.co/FUDTcZ10GG #Leadership @harvardbiz,1,1,
1941,1942,Another victim of #Demonetization. Where are @ArvindKejriwal and @OfficeOfRG? https://t.co/iO3a3iYeWB,1,-3,
1942,1943,Income Tax department will investigate over 60k individuals under the second phase of the 'Operation Clean Money'  #demonetization.,1,2,
1943,1944,Early Lessons from Indias Demonetization Experiment https://t.co/FUDTcZ10GG #Leadership @harvardbiz,1,1,
1944,1945,Uncovering<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization AdSense Boycott &amp; Censorship #Censorship #ETNR @morphonios  https://t.co/t6w2hs1ix1,1,-2,
1945,1946,RT @OccuWorld: India In PANIC MODE As Cash Is Running Out! Demonetization Creating Civil Unrest! https://t.co/lW3W1HN8Bd,1,-3,
1946,1947,India In PANIC MODE As Cash Is Running Out! Demonetization Creating Civil Unrest! https://t.co/lW3W1HN8Bd,1,-3,
1947,1948,RT @CGDev: Join us tomorrow @ 9:30 for a discussion on #India's econ w/ @arvindsubraman &amp; moderated by @AnnieLowrey https://t.co/blTu78XzQh,1,1,
1948,1949,Join us tomorrow @ 9:30 for a discussion on #India's econ w/ @arvindsubraman &amp; moderated by @AnnieLowrey https://t.co/blTu78XzQh,1,1,
1949,1950,RT @analyseasia: Hear @navkendar_IDC offer his perspectives on the #demonetization event in #India &amp; implications to digital payments https,1,0,
1950,1951,Hear @navkendar_IDC offer his perspectives on the #demonetization event in #India &amp; implications to digital payments https://t.co/nk92SWh6Ao,1,0,
1951,1952,@narendramodi @PMOIndia  applied pancard through UTIITSL 2 mths back.Not got the pan. Saying are issue due to demonetization. Can u help?,1,2,
1952,1953,"RT @Sri_Sri2002: @jay_ambadi @CarDroidusMax @tickoosl @gsurya Yawn, I thought solution to stone pelting was demonetization. Let us go for o",1,1,
1953,1954,RT @Xtechnews: #India's attempt to go #cashless is turning food vouchers digital https://t.co/tZRNNJqush #demonetization #corporatebusiness,1,0,
1954,1955,#India's attempt to go #cashless is turning food vouchers digital https://t.co/tZRNNJqush #demonetization #corporatebusiness #foodanddrink,1,0,
1955,1956,"@jay_ambadi @CarDroidusMax @tickoosl @gsurya Yawn, I thought solution to stone pelting was demonetization. Let us go for one more ....",1,1,
1956,1957,"RT @agentdice: <ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/NpOYmacOvg via @YouTube",1,-2,
1957,1958,RT @Stupidosaur: @Memeghnad @AnooBhu @sonunigam Try vitamins. Then u might understand that USA thugs caused  demonetization which already k,1,0,
1958,1959,@Memeghnad @AnooBhu @sonunigam Try vitamins. Then u might understand that USA thugs caused  demonetization which al https://t.co/mUUXlsvxph,1,0,
1959,1960,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/NpOYmacOvg via @YouTube",1,-2,
1960,1961,RT @ami1623: Demonetization and tales of woe - stories at a bank https://t.co/uARUKH4K7j via @SiyaWoman,1,0,
1961,1962,"RT @ACJIndia: Highlights from the Panel Discussion on ""Demonetization and Black Money  by @ACJIndia

https://t.co/MEn8i8uqlU",1,0,
1962,1963,"RT @iKunaal: Equality manaao, sabke liye loudspeakers ban kar do aur reservation bhi. Raaton raat. Just like demonetization.",1,0,
1963,1964,"Equality manaao, sabke liye loudspeakers ban kar do aur reservation bhi. Raaton raat. Just like demonetization.",1,0,
1964,1965,"India to grow at 7.2%, says World Bank!
Demonetization effects have waned!

https://t.co/q8EsLIneR8",1,0,
1965,1966,RT @seandotau: #ATM in #India Are out of #Cash After Govt Demonetization Drive https://t.co/x7bjSOh2nP,1,0,
1966,1967,#ATM in #India Are out of #Cash After Govt Demonetization Drive https://t.co/x7bjSOh2nP,1,0,
1967,1968,"RT @AbhishantPant: Impact of demonetization In India : Expansion of POS Infrastructure

In last 5 months (Oct to Feb 2017) we (India) have",1,0,
1968,1969,RT @jvidyasagar: 50 crore in hard currency.. even after demonetization this guy has this much money.. #ArrestTTVDhinakaran https://t.co/Rmt,1,-1,
1969,1970,50 crore in hard currency.. even after demonetization this guy has this much money.. #ArrestTTVDhinakaran https://t.co/RmtZ0kmYuJ,1,-1,
1970,1971,"RT @riyalovezu: @steve_hanke #demonetization didn't serve any purpose what it was meant to do like 1) end black money, 2) end terror fund 3",1,-1,
1971,1972,"@hemmu25 @TawdeVinod @narendramodi @AmitShah @rajnathsingh @arunjaitley #ModiForMiddleClass 
Free Wi-Fi at rly stns https://t.co/icUCdwYTxj",1,1,
1972,1973,Demonetization and tales of woe - stories at a bank https://t.co/uARUKH4K7j via @SiyaWoman,1,0,
1973,1974,RT @blockchaininfos: ATMs in India Are out of Cash After Govt Demonetization Drive https://t.co/c9BB3NmXZK,1,0,
1974,1975,"RT @AgendaOfEvil: Silencing/ Starving Out the Opposition: The Demonetization of YouTube, Google Ads is Fast Underway; Dissidents Wi... http",1,-3,
1975,1976,"Silencing/ Starving Out the Opposition: The Demonetization of YouTube, Google Ads is Fast Underway; Dissidents Wi... https://t.co/WLSl1J3LE5",1,-3,
1976,1977,ATMs in India Are out of Cash After Govt Demonetization Drive https://t.co/c9BB3NmXZK,1,0,
1977,1978,RT @chagamkamalakar: @YRDeshmukh Sir Ji no need all those .. please once more #Demonetization  .. if possibly move to barter system,1,0,
1978,1979,RT @SpencerKarter: In protest over #YouTube's #AdsenseGate aka #Demonetization and other issues. I've started to #BoycottYouTube once again,1,-2,
1979,1980,@YRDeshmukh Sir Ji no need all those .. please once more #Demonetization  .. if possibly move to barter system,1,0,
1980,1981,RT @TradHin: @realitycheckind it is private company not a government if dragged to court wil result in choas . they can even suspend servic,1,-2,
1981,1982,RT @tinabasetia: @Farhanshaikh14 Demonetization*,1,0,
1982,1983,RT @Silent_budhha: @India_Policy Wat wnet wrong.. loss of AAP? Separatist industry dying down? Demonetization? Stopping of arms lobbying? W,1,-11,
1983,1984,"@steve_hanke #demonetization didn't serve any purpose what it was meant to do like 1) end black money, 2) end terro https://t.co/oPFKRGXhvw",1,2,
1984,1985,@Farhanshaikh14 Demonetization*,1,0,
1985,1986,In protest over #YouTube's #AdsenseGate aka #Demonetization and other issues. I've started to #BoycottYouTube once again. #SaveYouTube,1,-2,
1986,1987,@India_Policy Wat wnet wrong.. loss of AAP? Separatist industry dying down? Demonetization? Stopping of arms lobbyi https://t.co/1eNFzPN8to,1,-9,
1987,1988,RT @Akshata_M_: @theman_theplan Whether it's a developing/developed country..1 shud 1st learn to respect others<ed><U+00A0><U+00BD><ed><U+00B8><U+0091>India is so rich dat PMModi,1,4,
1988,1989,"RT @BeingHindu: Since post demonetization, none of @RailMinIndia railway stations in Mumbai has mobile payment system. No use of BHIM, Payt",1,-1,
1989,1990,"Since post demonetization, none of @RailMinIndia railway stations in Mumbai has mobile payment system. No use of BHIM, Paytm, UPI payment.",1,-1,
1990,1991,"RT @manojrammoorthy: No cash in most of the atms from couple of weeks ...
is it another demonetization ?@DemonEtizationn @RBI @canarabanktw",1,-1,
1991,1992,"RT @aapkarajiv: but v were told that after DeMonetization , militancy was stoped.. Just asking..
@kamaaaa6 @nasirkureshi @Girishaapka @jvsk",1,0,
1992,1993,"RT @deepJM9: Dear @evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually <U+200B>rich
#s",1,6,
1993,1994,RT @TomoNewsUS: YouTube takes aim at gun channels in demonetization wars https://t.co/GsSBepirTX,1,-1,
1994,1995,YouTube takes aim at gun channels in demonetization wars https://t.co/GsSBepirTX,1,-1,
1995,1996,"but v were told that after DeMonetization , militancy was stoped.. Just asking..
@kamaaaa6 @nasirkureshi https://t.co/H2iq2ybeCn",1,0,
1996,1997,@theman_theplan Whether it's a developing/developed country..1 shud 1st learn to respect others<ed><U+00A0><U+00BD><ed><U+00B8><U+0091>India is so rich da https://t.co/9XQtMmJV12,1,4,
1997,1998,@realitycheckind it is private company not a government if dragged to court wil result in choas . they can even sus https://t.co/sVbv46mUYl,1,-1,
1998,1999,RT @max70391931: I welcome ur decisions on demonetization but won't you look at other side where the common is suffering at a tender lifest,1,5,
1999,2000,"No cash in most of the atms from couple of weeks ...
is it another demonetization ?@DemonEtizationn @RBI @canarabanktweet",1,-1,
2000,2001,"@KirenRijiju No no its exactly right BJP did tampered EVM machine. Ok 
People never support bjp bcoz of demonetizat https://t.co/a3VIiFcL9j",1,0,
2001,2002,RT @Stupidosaur: @FrustuPlayer @shepherd66 @Scimitar_SS @Vaibhav_CFA @CashlessConsumr @prasanna_s @Synd_Bank @NandanNilekani @India_Stack @,1,0,
2002,2003,@FrustuPlayer @shepherd66 @Scimitar_SS @Vaibhav_CFA @CashlessConsumr @prasanna_s @Synd_Bank @NandanNilekani https://t.co/86Cy6Gx9cQ,1,0,
2003,2004,"RT @dailyonion: 60,000 only? In a Nation, where less than 2% pay their income tax, &amp; 1% are ""declared"" crorepatis, how much has #demonetiza",1,-1,
2004,2005,"RT @DyingConsciousn: I thought demonetization had solved the Kashmir problem in 50 days flat ! NO.

Cc @Chopsyturvey @majorgauravarya https",1,-2,
2005,2006,"RT @gptayu: Dear @evanspiegel 
India is so rich that PM @narendramodi ji had to implement demonetization to find out who is actually poor!",1,2,
2006,2007,"60,000 only? In a Nation, where less than 2% pay their income tax, &amp; 1% are ""declared"" crorepatis, how much has #demonetization *cracked*?",1,-1,
2007,2008,"Dear @evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually <U+200B>rich
#snapchatceo",1,6,
2008,2009,"RT @KyaKaise: 25 viewer Questions about YouTube Demonetization and the latest developments, answered. 
25 sawaal YouTube demonetizhttps://",1,0,
2009,2010,RT @SpencerKarter: Four of My #YouTube #Videos Not #AdvertiserFriendly? #EpicFAIL! https://t.co/JnKNfePbit via @YouTube #AdsenseGate #Demon,1,0,
2010,2011,Four of My #YouTube #Videos Not #AdvertiserFriendly? #EpicFAIL! https://t.co/JnKNfePbit via @YouTube #AdsenseGate #Demonetization,1,0,
2011,2012,"RT @lamboomishra: but Babaji had told us that demonetization has stopped terrorism and stone pelting...phir why  ""Sinking Valley"" ? woh bhi",1,-1,
2012,2013,RT @Janamejayan: Demonetization was the biggest reward &amp; purchase of money bags who cheated on bank loans! Lakhs of crores involved.,1,-1,
2013,2014,@VeryAngryHobbit @eddie_ebert @thunderf00t The statement itself was a joke. Sargon never honestly complained about https://t.co/ugILMultsG,1,0,
2014,2015,"<U+0D26><U+0D40><U+0D2A> <U+0D16><U+0D3E><U+0D26><U+0D7C> on FB:
Weren't we told that demonetization had 'solved' all the trouble in Kashmir and 'tamed' the stone-pelters for good?",1,2,
2015,2016,Demonetization was the biggest reward &amp; purchase of money bags who cheated on bank loans! Lakhs of crores involved.,1,-1,
2016,2017,RT @ChitrangBisht: #Snapchat CEO worth - 4billion ,,,
Just 1% of wht came of as black money frm INDIANS during DEMONETIZATION ,,,,,
Get rich then t,1,4,,,
2017,2018,#Snapchat CEO worth - 4billion ,,,
Just 1% of wht came of as black money frm INDIANS during DEMONETIZATION ,,,,,
Get rich then think abut IND market,1,4,,,
2018,2019,"Dear @evanspiegel 
India is so rich that PM @narendramodi ji had to implement demonetization to find out who is actually poor!

#Snapchat",1,2,
2019,2020,"RT @ptripps: @DrKumarVishwas This is really a concern. Like demonetization, a daring step taken on 8th Nov, would urge Hon PM to announce a",1,4,
2020,2021,"@DrKumarVishwas This is really a concern. Like demonetization, a daring step taken on 8th Nov, would urge Hon PM to https://t.co/zkmSttyjw0",1,4,
2021,2022,RT @Kahaanify: Demonetization was a terrible idea btw.,1,-3,
2022,2023,Demonetization was a terrible idea btw.,1,-3,
2023,2024,"I thought demonetization had solved the Kashmir problem in 50 days flat ! NO.

Cc @Chopsyturvey @majorgauravarya https://t.co/djebZTT42M",1,-2,
2024,2025,"25 viewer Questions about YouTube Demonetization and the latest developments, answered. 
25 sawaal YouTube demonetizhttps://t.co/vnC2kmSvnh",1,0,
2025,2026,"Aftershock: Impact of Demonetization on India and Investments
https://t.co/66snUbvLTb
@drajoykumar @RajaBrar_INC https://t.co/hTb2zSUDej",1,0,
2026,2027,Those in power can make huge money these days by selling stocks short and taking crazy decisions like demonetization to make billions.,1,1,
2027,2028,"RT @Nesenag: @c_aashish All these snarky tweets are fine but can you switch between Demonetization, EVMs, Aadhar and Tunday Kebabs with non",1,2,
2028,2029,RT @ThinkingHearts: @narendramodi @Divsbabs 20 years later this Digital India initiative + Demonetization would be read in our text books a,1,0,
2029,2030,"RT @shailesh_0501: @narendramodi Modi ji, thanks for taking bold decision of demonetization . Make the India completely cashless.
It will r",1,4,
2030,2031,RT @Whitesquall_87: @RageAfterStorm Well that's quite relevant to my comment. Demonetization is like the gateway drug to deletion lol. Hope,1,7,
2031,2032,@RageAfterStorm Well that's quite relevant to my comment. Demonetization is like the gateway drug to deletion lol. https://t.co/AFfPRKSotq,1,5,
2032,2033,"RT @JPAL_Global: Banerjee: After #demonetization, GDP growth fell slightly - but this isn't the best measure of real #impacts. https://t.co",1,5,
2033,2034,RT @temporary_handl: @aviralmittal @UmaSinghal1 @drjatinanand @bharat_builder @virkamu @Impres78 @Kumar_Ke5hav Aadhe kehte hain demonetizat,1,0,
2034,2035,@aviralmittal @UmaSinghal1 @drjatinanand @bharat_builder @virkamu @Impres78 @Kumar_Ke5hav Aadhe kehte hain demoneti https://t.co/PRzz2CgOiz,1,0,
2035,2036,"RT @Lexmeridian: #SupremeCourt ruling on #note exchange window in July

https://t.co/ZVup54iAh5
#demonetization #RBI",1,0,
2036,2037,"RT @Stupidosaur: @interceptor4h @raggedtag Basically entire IAC gang supports everything CIA wants. Aadhaar, EVMs, demonetization, etc ;)",1,2,
2037,2038,"@interceptor4h @raggedtag Basically entire IAC gang supports everything CIA wants. Aadhaar, EVMs, demonetization, etc ;)",1,2,
2038,2039,RT @Stupidosaur: @interceptor4h @raggedtag Useless Kejri also didn't speak up correct thing which would have defeated demonetization.I told,1,-4,
2039,2040,@interceptor4h @raggedtag Useless Kejri also didn't speak up correct thing which would have defeated demonetization https://t.co/Ja2TWMWtFJ,1,-4,
2040,2041,"but Babaji had told us that demonetization has stopped terrorism and stone pelting...phir why  ""Sinking Valley"" ? woh bhi JUMLA hi tha kya?",1,-1,
2041,2042,"RT @imeerage: Record global harvest of cereals, India too heads for a new high  
No effect of #Demonetization or Cash crunch

https://t.co/",1,-1,
2042,2043,"@SCSver @OpIndia_com @RazdanNidhi I don't know about collared but if she doesn't apologize over this,I am done with https://t.co/PUnwPK5mlv",1,-1,
2043,2044,"RT @AndrogynyV: I liked a @YouTube video https://t.co/ZQl2rBfPvW Use Bitcoin, Steemit, &amp; Cryptocurrency to work around Youtube demonetizati",1,2,
2044,2045,@narendramodi @Divsbabs 20 years later this Digital India initiative + Demonetization would be read in our text boo https://t.co/KQVTY7zo5x,1,0,
2045,2046,RT @PattySD51: @MarkDice @facebook Stop buying Dove! Demonetization works both ways!!!,1,-1,
2046,2047,RT @analyseasia: [Weekend Recap] Everything you want to know about smartphone coverage &amp; demonetization in India with @navkendar_IDC  https,1,1,
2047,2048,RT @medianama: #Recap Ghost of demonetization returns with reports of cash crunch across the country https://t.co/GGxWphVTNn,1,-1,
2048,2049,#Recap Ghost of demonetization returns with reports of cash crunch across the country https://t.co/GGxWphVTNn,1,-1,
2049,2050,RT @r_kodali: Now poor are with Modi because of demonetization and his Pro- poor policies. https://t.co/CpniBQUSB3,1,-4,
2050,2051,RT @vrsrini: These graphs show that the points reached in Feb would have been more or less same if there was no #demonetization.. https://t,1,0,
2051,2052,@MarkDice @facebook Stop buying Dove! Demonetization works both ways!!!,1,-1,
2052,2053,RT @TwoBrosGaming: So does this wrestling demonetization thing on youtube include wrestling video games?,1,0,
2054,2055,"Record global harvest of cereals, India too heads for a new high  
No effect of #Demonetization or Cash crunch

https://t.co/kWDGCSDDDd",1,-1,
2055,2056,[Weekend Recap] Everything you want to know about smartphone coverage &amp; demonetization in India with @navkendar_IDC  https://t.co/nk92SWh6Ao,1,1,
2056,2057,RT @AlfredoMancuso: When you know you're with the YouTube demonetization god! And the LZs <U+2764> https://t.co/2Ocf5SLewQ,1,1,
2057,2058,So does this wrestling demonetization thing on youtube include wrestling video games?,1,0,
2059,2060,I added a video to a @YouTube playlist https://t.co/7t4Ljt53al Demonetization Is Not The End Of YouTube,1,0,
2060,2061,These graphs show that the points reached in Feb would have been more or less same if there was no #demonetization.. https://t.co/UpUilBZ09H,1,0,
2061,2062,"@narendramodi Modi ji, thanks for taking bold decision of demonetization . Make the India completely cashless.
It w https://t.co/QDfnlA5oQJ",1,4,
2062,2063,RT @bansala_amit: @PMOIndia @narendramodi just now @ndtv income tax officer raised concern will not be able to investigate cases post demon,1,0,
2063,2064,"RT @Sethumadhavan: #PuthanPanam-Ranjith's intent is good,while the demonetization angle is just an adjunct to the tale, the humour works to",1,5,
2064,2065,"#PuthanPanam-Ranjith's intent is good,while the demonetization angle is just an adjunct to the tale, the humour works to an extent.",1,5,
2065,2066,"RT @CashlessChronic: ""Most (economists) questioned the logic behind each of the (shifting) arguments (for #demonetization)"" https://t.co/d2",1,-1,
2066,2067,"RT @saaxenanurag: India's exports grow fastest in last 5 years and yes, despite DeMonetization.
Exports up by 4.7% to $274.65 Billion in FY",1,1,
2067,2068,"India's exports grow fastest in last 5 years and yes, despite DeMonetization.
Exports up by 4.7% to $274.65 Billion in FY16-17.",1,1,
2068,2069,Now poor are with Modi because of demonetization and his Pro- poor policies. https://t.co/CpniBQUSB3,1,-4,
2069,2070,RT @tubenewsen: YouTube demonetization: Young Turks maintains silence and more people are wondering why  TomoNews NEWS &gt;&gt; https://t.co/Gww,1,0,
2070,2071,YouTube demonetization: Young Turks maintains silence and more people are wondering why  TomoNews NEWS &gt;&gt; https://t.co/Wd37wWl9qi,1,0,
2071,2072,More people curious about @TheYoungTurks silence on demonetization fiasco @cenkuygur @AnaKasparian https://t.co/Q1UVshfNoH,1,-2,
2072,2073,RT @mypoolin: How do I use #UPI for e-commerce #website to save #payment gateway charges? https://t.co/8l0JzXRwIb @npci_npci #Fintech #Demo,1,0,
2073,2074,RT @ksvenu247: @path2shah @prameshjain12 @AddlCPEast @dcpeastbcp @dineshgrao @ArshadRizwan  Atleast know now how demonetization has many a,1,0,
2074,2075,@path2shah @prameshjain12 @AddlCPEast @dcpeastbcp @dineshgrao @ArshadRizwan  Atleast know now how demonetization ha https://t.co/1iebaJvlSY,1,2,
2075,2076,RT @PawsheManoj: After demonetization I m doing daily transaction still waiting for PMS prize <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>,1,0,
2076,2077,After demonetization I m doing daily transaction still waiting for PMS prize <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>,1,0,
2077,2078,RT @myePaisa: Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/7AYTAVmjZn,1,2,
2078,2079,"RT @Stupidosaur: @freespeechin @willyindia @UIDAI Modi more suited for genocide.Hence CIA introduced through EVM rigged UPA2, now pushed th",1,1,
2079,2080,"@freespeechin @willyindia @UIDAI Modi more suited for genocide.Hence CIA introduced through EVM rigged UPA2, now pu https://t.co/ORl4BAebGD",1,1,
2080,2081,"RT @ChandrajitCM: Money is not evil, greed is !
Demonetization strikes here deep to flush out greed ! Support #vimudrikaran @RashtrapatiBhv",1,-8,
2081,2082,#stockmarket its time to be more caucious. earning session may be disappointing. we will see impact of https://t.co/ias5l27Jld,1,-2,
2082,2083,"RT @Ghunegaar: I feel that this plan of Modi isn't entirely right. Remember, there's a Demon in Demonetization.",1,0,
2083,2084,RT @Jevari_Delmayne: YouTube Demonetization - Creators Under Attack https://t.co/sRhVnaQESe,1,-1,
2084,2085,RT @analyseasia: Hear @navkendar_IDC explain the impact on #digital #payments in #India after #demonetization:  https://t.co/nk92SWh6Ao,1,0,
